"","FOD_ID","FIRE_NAME","FIRE_YEAR","DISCOVERY_DATE","DISCOVERY_DOY","NWCG_CAUSE_CLASSIFICATION","NWCG_GENERAL_CAUSE","FIRE_SIZE","FIRE_SIZE_CLASS","LATITUDE","LONGITUDE","OWNER_DESCR","STATE"
"615",214604,"KILIOVILIK",1999,1999-07-12,193,"Natural","Natural",2061,"F",66.6161,-157.2527,"BLM","AK"
"616",214605,"SHINILIKRO",1999,1999-07-12,193,"Natural","Natural",930,"E",66.4328,-157.436,"FWS","AK"
"617",214606,"SHINILIAOK",1999,1999-07-12,193,"Natural","Natural",750,"E",66.3494,-157.0693,"BLM","AK"
"618",214608,"NULATO",1999,1999-07-13,194,"Natural","Natural",13,"C",64.8827,-158.2692,"TRIBAL","AK"
"619",214609,"LONG LAKE",1999,1999-07-13,194,"Natural","Natural",20,"C",67.4662,-150.8361,"NPS","AK"
"620",214610,"LITTLE MUD",1999,1999-07-13,194,"Natural","Natural",621,"E",64.5328,-154.1191,"FWS","AK"
"621",214611,"MELOZI SPR",1999,1999-07-13,194,"Natural","Natural",480,"E",65.1161,-154.8025,"STATE","AK"
"622",214612,"HENSHAW CR",1999,1999-07-13,194,"Natural","Natural",280,"D",66.5662,-152.2693,"TRIBAL","AK"
"623",214613,"REED RIVER",1999,1999-07-13,194,"Natural","Natural",40,"C",67.0828,-154.8527,"STATE","AK"
"624",214614,"NORUTAK",1999,1999-07-13,194,"Natural","Natural",216,"D",66.8023,-154.4443,"NPS","AK"
"625",214616,"KATALAHOSA",1999,1999-07-13,194,"Natural","Natural",155,"D",66.2495,-152.136,"FWS","AK"
"626",214617,"MUELLER",1999,1999-07-14,195,"Natural","Natural",15,"C",64.7327,-156.5858,"TRIBAL","AK"
"627",214618,"MRYTLE CRK",1999,1999-07-14,195,"Natural","Natural",75,"C",67.3162,-149.9194,"BLM","AK"
"628",214619,"GRAND CREE",1999,1999-07-14,195,"Natural","Natural",2698,"F",64.62,-153.7075,"FWS","AK"
"629",214620,"ROUND LAKE",1999,1999-07-14,195,"Natural","Natural",1333,"F",64.6478,-153.8514,"FWS","AK"
"630",214623,"NOLITNA CR",1999,1999-07-14,195,"Natural","Natural",30,"C",66.1828,-152.2693,"FWS","AK"
"631",214624,"TORMENT CR",1999,1999-07-14,195,"Natural","Natural",30,"C",65.7828,-151.4526,"BLM","AK"
"632",214625,"N FORK DAG",1999,1999-07-14,195,"Natural","Natural",3348,"F",65.6998,-152.1354,"BLM","AK"
"633",214626,"FUNCHION",1999,1999-07-14,195,"Natural","Natural",80,"C",67.1127,-147.6305,"BLM","AK"
"634",214628,"CARIBOU",1999,1999-07-15,196,"Natural","Natural",10,"C",66.2495,-150.586,"BLM","AK"
"635",214629,"LONE",1999,1999-07-15,196,"Natural","Natural",15,"C",66.4496,-148.8026,"FWS","AK"
"636",214631,"HELLBENT",1999,1999-07-15,196,"Natural","Natural",547,"E",65.4161,-152.4359,"BLM","AK"
"637",214632,"GUKHZENA C",1999,1999-07-16,197,"Natural","Natural",1640,"F",66.5328,-154.5526,"BLM","AK"
"638",214636,"GLACIER",1999,1999-07-28,209,"Natural","Natural",2342,"F",65.8829,-146.5025,"FWS","AK"
"639",214642,"ZITZIANA",1999,1999-09-12,255,"Human","Missing data/not specified/undetermined",37,"C",64.9345,-150.4763,"TRIBAL","AK"
"640",242748,"MOOSE CRK1",1993,1993-06-03,154,"Natural","Natural",11249,"G",63.6828,-151.0856,"NPS","AK"
"641",242755,"TOLKAT RV",1993,1993-07-28,209,"Natural","Natural",3554,"F",63.9162,-150.119,"NPS","AK"
"642",242769,"LIL CARIBO",1997,1997-07-01,182,"Natural","Natural",108,"D",63.8517,-150.3543,"NPS","AK"
"643",242770,"RUTH",1997,1997-07-04,185,"Natural","Natural",100,"D",62.6542,-150.3539,"NPS","AK"
"644",242787,"KALULUKTOK",1999,1999-07-08,189,"Natural","Natural",80,"C",67.2817,-154.5708,"NPS","AK"
"645",242793,"GROSVENOR",1997,1997-08-08,220,"Human","Recreation and ceremony",10,"C",58.666,-155.4521,"NPS","AK"
"646",242845,"MONTAUK",1999,1999-07-21,202,"Natural","Natural",300,"E",65.1678,-141.5503,"NPS","AK"
"647",251667,"SADDLE",2005,2005-08-02,214,"Natural","Natural",121149,"G",62.1167,-159.15,"BLM","AK"
"648",251682,"WINTER TRAIL",2009,2009-06-17,168,"Human","Recreation and ceremony",2310,"F",61.59,-159.8375,"BLM","AK"
"649",251685,"GAGARYAH 2",2009,2009-07-03,184,"Natural","Natural",19690,"G",61.6528,-155.3783,"BLM","AK"
"650",251686,"BIG RIVER",2009,2009-07-05,186,"Natural","Natural",33262,"G",62.2794,-154.7431,"BLM","AK"
"651",310891,"FRAZER LK",2000,2000-05-06,127,"Human","Recreation and ceremony",700,"E",57.3326,-154.2023,"FWS","AK"
"652",310892,"STUART CRK",2000,2000-05-09,130,"Human","Missing data/not specified/undetermined",12,"C",64.6896,-146.6024,"OTHER FEDERAL","AK"
"653",310910,"DALL",2000,2000-06-09,161,"Natural","Natural",12864,"G",66.1287,-149.4759,"TRIBAL","AK"
"654",310911,"WILD",2000,2000-06-09,161,"Natural","Natural",4635,"F",67.2043,-151.4147,"STATE","AK"
"655",310914,"SPIRIT LAKE",2000,2000-06-10,162,"Natural","Natural",97271,"G",63.9503,-153.0351,"BLM","AK"
"656",310915,"HAHANUDAN",2000,2000-06-10,162,"Natural","Natural",10,"C",65.7328,-155.6693,"FWS","AK"
"657",310917,"TAKHAKHDON",2000,2000-06-10,162,"Natural","Natural",20,"C",65.5911,-154.5023,"FWS","AK"
"658",310918,"PURCELL",2000,2000-06-10,162,"Natural","Natural",651,"E",66.1328,-156.636,"BLM","AK"
"659",310920,"SLOKENJIKH",2000,2000-06-10,162,"Natural","Natural",115,"D",65.8345,-152.7876,"BLM","AK"
"660",310922,"TITNA RIVE",2000,2000-06-10,162,"Natural","Natural",20,"C",64.3286,-152.5441,"BLM","AK"
"661",310924,"BENT TREE",2000,2000-06-11,163,"Natural","Natural",241,"D",64.5761,-151.5607,"STATE","AK"
"662",310927,"HARD LUCK",2000,2000-06-12,164,"Natural","Natural",436,"E",65.283,-141.619,"NPS","AK"
"663",310929,"BEAVER CRE",2000,2000-06-13,165,"Natural","Natural",3379,"F",64.7596,-146.4649,"OTHER FEDERAL","AK"
"664",310930,"TENMILE CR",2000,2000-06-13,165,"Natural","Natural",733.5,"E",65.2411,-152.2031,"TRIBAL","AK"
"665",310934,"GRANT CREE",2000,2000-06-13,165,"Natural","Natural",19247,"G",65.2453,-153.0014,"TRIBAL","AK"
"666",310935,"MOOSEHEART",2000,2000-06-13,165,"Natural","Natural",145,"D",64.7495,-151.1358,"STATE","AK"
"667",310936,"ZITZIANA",2000,2000-06-13,165,"Natural","Natural",164387,"G",64.7231,-151.1924,"STATE","AK"
"668",310937,"TORGNY",2000,2000-06-13,165,"Natural","Natural",1377,"F",65.8147,-143.9816,"TRIBAL","AK"
"669",310940,"UCHUGRAK",2000,2000-06-13,165,"Natural","Natural",785,"E",68.016,-161.5363,"NPS","AK"
"670",310941,"TOLOVANA D",2000,2000-06-14,166,"Natural","Natural",704,"E",65.2718,-148.7672,"STATE","AK"
"671",310942,"TOLOVANA F",2000,2000-06-14,166,"Natural","Natural",3645,"F",65.2846,-148.6641,"STATE","AK"
"672",310943,"BERING CREEK",2000,2000-06-14,166,"Natural","Natural",141497,"G",64.9283,-153.4117,"FWS","AK"
"673",310944,"POINT NO P",2000,2000-06-14,166,"Natural","Natural",30,"C",65.7154,-150.1014,"TRIBAL","AK"
"674",310945,"WINTER ROA",2000,2000-06-14,166,"Natural","Natural",364,"E",66.6437,-151.1646,"FWS","AK"
"675",310946,"KWIK RIVER",2000,2000-06-14,166,"Human","Missing data/not specified/undetermined",15,"C",64.8493,-161.7026,"TRIBAL","AK"
"676",310947,"CROOKED CR",2000,2000-06-14,166,"Natural","Natural",268,"D",65.6826,-151.7748,"BLM","AK"
"677",310948,"FISH RIVER",2000,2000-06-19,171,"Natural","Natural",20,"C",64.9659,-163.1359,"BLM","AK"
"678",310950,"FORKS",2000,2000-06-22,174,"Natural","Natural",167,"D",66.2804,-148.8818,"FWS","AK"
"679",310951,"PASTOLIK",2000,2000-06-23,175,"Human","Recreation and ceremony",95,"C",62.8659,-163.2358,"FWS","AK"
"680",310952,"FORAKER",2000,2000-06-23,175,"Natural","Natural",17956,"G",63.7172,-152.1232,"NPS","AK"
"681",310954,"BEAVER CR",2000,2000-06-24,176,"Natural","Natural",1159,"F",64.7829,-146.2691,"STATE","AK"
"682",310955,"OTTER CREE",2000,2000-06-24,176,"Natural","Natural",11566,"G",63.9009,-150.809,"NPS","AK"
"683",310956,"BEARPAW MT",2000,2000-06-24,176,"Natural","Natural",39072,"G",64.0828,-150.9024,"BLM","AK"
"684",310958,"YUKONCREEK",2000,2000-06-25,177,"Natural","Natural",61291,"G",64.1993,-158.0525,"STATE","AK"
"685",310959,"UPPER OTTE",2000,2000-06-25,177,"Natural","Natural",4726,"F",63.8423,-150.7743,"NPS","AK"
"686",310960,"NATLARATLE",2000,2000-06-25,177,"Natural","Natural",8541,"G",65.1494,-156.8025,"FWS","AK"
"687",310961,"BOX RIVER",2000,2000-06-25,177,"Natural","Natural",5532,"G",65.2493,-159.1193,"BLM","AK"
"688",310963,"CHITSIA",2000,2000-06-26,178,"Natural","Natural",9330,"G",63.9526,-150.5023,"NPS","AK"
"689",310965,"GRAND CREEK",2000,2000-06-27,179,"Natural","Natural",93317,"G",64.565,-152.9649,"FWS","AK"
"690",310969,"VICTOR ISL",2000,2000-07-08,190,"Natural","Natural",20,"C",66.2713,-147.7776,"TRIBAL","AK"
"691",310972,"DALL RIVER",2000,2000-07-10,192,"Natural","Natural",845,"E",66.154,-149.2248,"FWS","AK"
"692",310973,"BIG CREEK",2000,2000-07-10,192,"Natural","Natural",1981,"F",65.3344,-154.5998,"STATE","AK"
"693",310976,"BATZTOA LA",2000,2000-07-10,192,"Natural","Natural",15,"C",66.2028,-154.0443,"TRIBAL","AK"
"694",310977,"SMITHS SLO",2000,2000-07-11,193,"Natural","Natural",675,"E",64.7011,-154.5058,"FWS","AK"
"695",310981,"OKLAHOMA",2000,2000-08-03,216,"Human","Firearms and explosives use",20,"C",63.9474,-146.392,"OTHER FEDERAL","AK"
"696",310986,"DOUGLAS RI",2000,2000-08-22,235,"Human","Recreation and ceremony",10,"C",59.016,-153.7021,"NPS","AK"
"697",310988,"PASTOLIAK",2000,2000-12-28,363,"Human","Equipment and vehicle use",12891,"G",62.9659,-162.8524,"FWS","AK"
"698",310996,"WINTER RID",2001,2001-05-09,129,"Human","Firearms and explosives use",110.4,"D",63.8329,-145.9112,"OTHER FEDERAL","AK"
"699",311002,"S FORK 2",2001,2001-05-18,138,"Human","Arson/incendiarism",368.9,"E",64.7438,-146.4752,"OTHER FEDERAL","AK"
"700",311016,"KILIOVILIK",2001,2001-06-11,162,"Natural","Natural",100,"D",66.5661,-157.5194,"BLM","AK"
"701",311017,"KUPARUK RI",2001,2001-06-13,164,"Natural","Natural",844.7,"E",69.0263,-149.5637,"BLM","AK"
"702",311019,"PIKMIKTALI",2001,2001-06-15,166,"Human","Missing data/not specified/undetermined",42,"C",60.9992,-162.0023,"TRIBAL","AK"
"703",311024,"FISH CREEK",2001,2001-06-20,171,"Human","Debris and open burning",84730,"G",64.3329,-148.9524,"STATE","AK"
"704",311025,"SURVEY LIN",2001,2001-06-20,171,"Human","Missing data/not specified/undetermined",112112,"G",64.6618,-148.2055,"OTHER FEDERAL","AK"
"705",311034,"TRACTOR TR",2001,2001-06-23,174,"Human","Missing data/not specified/undetermined",3256.8,"F",64.3426,-147.614,"OTHER FEDERAL","AK"
"706",311036,"EDDYCREEK",2001,2001-06-25,176,"Natural","Natural",1793,"F",64.2494,-157.5858,"STATE","AK"
"707",311038,"ZIMMERMAN",2001,2001-06-26,177,"Natural","Natural",504,"E",67.1996,-147.2527,"STATE","AK"
"708",311040,"ALEKNAGIK",2001,2001-06-27,178,"Human","Debris and open burning",26.2,"C",59.2826,-158.6022,"TRIBAL","AK"
"709",311042,"MYSTERY H",2001,2001-06-28,179,"Natural","Natural",697,"E",60.5661,-150.2188,"FWS","AK"
"710",311043,"THURMAN CK",2001,2001-06-28,179,"Natural","Natural",15,"C",60.6327,-150.1188,"FWS","AK"
"711",311044,"OKLAHOMA",2001,2001-06-29,180,"Human","Arson/incendiarism",30,"C",63.9429,-146.3957,"OTHER FEDERAL","AK"
"712",311047,"TITNA",2001,2001-07-02,183,"Natural","Natural",80,"C",64.3636,-153.5735,"FWS","AK"
"713",311049,"JACK WHITE",2001,2001-07-03,184,"Natural","Natural",32,"C",66.9832,-151.1838,"TRIBAL","AK"
"714",311051,"S FORK 3",2001,2001-07-15,196,"Human","Fireworks",252,"D",64.7621,-146.488,"OTHER FEDERAL","AK"
"715",311053,"TRIPLE SPO",2001,2001-07-18,199,"Human","Arson/incendiarism",20,"C",64.6813,-146.6124,"OTHER FEDERAL","AK"
"716",311062,"DULUTH",2001,2001-09-24,267,"Human","Missing data/not specified/undetermined",2110,"F",63.7424,-146.0029,"OTHER FEDERAL","AK"
"717",311064,"HILLBILLY",2001,2001-09-27,270,"Human","Firearms and explosives use",1475,"F",63.9938,-146.5093,"OTHER FEDERAL","AK"
"718",311066,"CHIP COVE",2002,2002-04-06,96,"Human","Recreation and ceremony",595,"E",57.0325,-154.1356,"TRIBAL","AK"
"719",311070,"SPURS",2002,2002-05-15,135,"Human","Arson/incendiarism",64834,"G",63.9496,-146.3857,"OTHER FEDERAL","AK"
"720",311072,"KALSKAG",2002,2002-05-19,139,"Human","Debris and open burning",4110,"F",61.5159,-160.369,"TRIBAL","AK"
"721",311078,"VINASALE",2002,2002-05-22,142,"Human","Arson/incendiarism",189688,"G",62.6994,-155.6523,"BLM","AK"
"722",311079,"GALATEA CR",2002,2002-05-22,142,"Natural","Natural",74511,"G",63.8844,-157.1508,"STATE","AK"
"723",311080,"MP 78",2002,2002-05-23,143,"Human","Equipment and vehicle use",115328,"G",65.4376,-148.8181,"STATE","AK"
"724",311082,"DITCH",2002,2002-05-23,143,"Human","Firearms and explosives use",338,"E",64.6899,-146.5902,"OTHER FEDERAL","AK"
"725",311085,"BEAR CREEK",2002,2002-05-26,146,"Natural","Natural",59939,"G",63.6994,-156.3357,"STATE","AK"
"726",311087,"HONEYMOON",2002,2002-05-27,147,"Natural","Natural",10,"C",63.7326,-159.4024,"STATE","AK"
"727",311088,"KOCACHO",2002,2002-05-27,147,"Human","Recreation and ceremony",50,"C",67.0555,-146.3118,"TRIBAL","AK"
"728",311090,"SCOW HARRY",2002,2002-05-27,147,"Natural","Natural",10,"C",63.1661,-154.5023,"TRIBAL","AK"
"729",311092,"MUD",2002,2002-05-31,151,"Natural","Natural",120,"D",65.5259,-149.1272,"STATE","AK"
"730",311093,"NAGEETHLUK",2002,2002-06-03,154,"Natural","Natural",625,"E",62.1326,-161.7191,"FWS","AK"
"731",311094,"HAHA",2002,2002-06-03,154,"Natural","Natural",74.3,"C",65.5292,-153.0681,"BLM","AK"
"732",311096,"ARGO",2002,2002-06-04,155,"Human","Firearms and explosives use",15,"C",63.9551,-146.5715,"OTHER FEDERAL","AK"
"733",311097,"SULUKNA",2002,2002-06-04,155,"Natural","Natural",30372,"G",63.7961,-154.2457,"BLM","AK"
"734",311098,"HAYSTACK",2002,2002-06-05,156,"Natural","Natural",10,"C",64.1328,-152.519,"BLM","AK"
"735",311099,"SISCHU",2002,2002-06-05,156,"Natural","Natural",128983.1,"G",64.1353,-152.5418,"BLM","AK"
"736",311103,"BOUNDARY",2002,2002-06-05,156,"Natural","Natural",12,"C",64.7226,-148.0766,"OTHER FEDERAL","AK"
"737",311105,"SHEENJEK",2002,2002-06-06,157,"Natural","Natural",17933,"G",67.3427,-144.356,"FWS","AK"
"738",311106,"JOHN HANSE",2002,2002-06-06,157,"Natural","Natural",25734,"G",64.2431,-151.4979,"BLM","AK"
"739",311107,"BEAVER CR",2002,2002-06-06,157,"Human","Equipment and vehicle use",165.5,"D",64.7447,-156.7322,"TRIBAL","AK"
"740",311110,"GESKAKMINA",2002,2002-06-08,159,"Natural","Natural",257549,"G",64.6403,-150.4502,"STATE","AK"
"741",311111,"BIG MUD",2002,2002-06-08,159,"Natural","Natural",39862,"G",64.4828,-153.0358,"FWS","AK"
"742",311113,"GLOBE",2002,2002-06-09,160,"Natural","Natural",323,"E",65.3837,-147.9742,"BLM","AK"
"743",311115,"EKIEK CR",2002,2002-06-10,161,"Natural","Natural",40,"C",66.3827,-158.636,"FWS","AK"
"744",311116,"HORSEFLY C",2002,2002-06-11,162,"Natural","Natural",152,"D",62.978,-157.7218,"FWS","AK"
"745",311118,"PASTOLIK",2002,2002-06-15,166,"Natural","Natural",101,"D",62.8792,-163.2758,"FWS","AK"
"746",311121,"SQUIRREL",2002,2002-06-16,167,"Natural","Natural",22,"C",66.4469,-144.8865,"TRIBAL","AK"
"747",311122,"AROPUK",2002,2002-06-18,169,"Natural","Natural",19322,"G",61.2992,-163.669,"FWS","AK"
"748",311124,"BIGWALDREN",2002,2002-06-19,170,"Natural","Natural",11401,"G",62.366,-156.5857,"BLM","AK"
"749",311125,"LITTLE GEO",2002,2002-06-19,170,"Natural","Natural",30,"C",62.3827,-156.719,"BLM","AK"
"750",311127,"GALATEA2",2002,2002-06-20,171,"Natural","Natural",403,"E",63.8563,-157.6827,"FWS","AK"
"751",311128,"MOOSE CR",2002,2002-06-21,172,"Natural","Natural",5275,"G",64.0377,-155.7821,"STATE","AK"
"752",311131,"COTTONWOOD",2002,2002-06-29,180,"Natural","Natural",6761,"G",63.4827,-154.7023,"BLM","AK"
"753",311137,"O BRIEN",2002,2002-07-13,194,"Natural","Natural",40,"C",64.3833,-141.3773,"BLM","AK"
"754",311138,"NORTH FORK",2002,2002-07-17,198,"Natural","Natural",31322,"G",63.1827,-154.3023,"STATE","AK"
"755",311139,"REINDEER",2002,2002-07-17,198,"Natural","Natural",226833,"G",62.3993,-158.8857,"BLM","AK"
"756",311141,"HOLTNAKA",2002,2002-07-17,198,"Natural","Natural",23033,"G",65.1077,-156.1425,"FWS","AK"
"757",311142,"HOLTNAKA2",2002,2002-07-17,198,"Natural","Natural",100,"D",65.0994,-156.1358,"FWS","AK"
"758",311143,"NUNTRAGUT",2002,2002-07-17,198,"Natural","Natural",205,"D",66.633,-145.586,"TRIBAL","AK"
"759",311145,"MOOSECREEK",2002,2002-07-17,198,"Natural","Natural",6763,"G",62.0493,-156.519,"BLM","AK"
"760",311146,"WINDY",2002,2002-07-17,198,"Natural","Natural",69523,"G",62.6661,-154.2689,"BLM","AK"
"761",311147,"WALDENFORK",2002,2002-07-17,198,"Natural","Natural",7866,"G",62.466,-156.519,"BLM","AK"
"762",311148,"KHOTOL RIV",2002,2002-07-17,198,"Natural","Natural",50811,"G",63.9135,-158.6597,"FWS","AK"
"763",311151,"HOLIDAY CR",2002,2002-07-17,198,"Natural","Natural",220,"D",66.3161,-155.586,"BLM","AK"
"764",311152,"AMBLER R",2002,2002-07-17,198,"Natural","Natural",1037,"F",67.1995,-156.9528,"STATE","AK"
"765",311154,"YETNA RIVR",2002,2002-07-18,199,"Natural","Natural",152962,"G",62.8443,-158.351,"FWS","AK"
"766",311156,"MOOSE CREE",2002,2002-07-18,199,"Natural","Natural",160,"D",65.5787,-150.6242,"BLM","AK"
"767",311158,"GRAND CREE",2002,2002-07-18,199,"Natural","Natural",3776,"F",64.5678,-150.5174,"FWS","AK"
"768",311160,"CROOKED 2",2002,2002-07-18,199,"Natural","Natural",2700,"F",61.9993,-157.5357,"TRIBAL","AK"
"769",311166,"CRAZY",2002,2002-07-18,199,"Natural","Natural",1597,"F",65.6641,-144.8494,"STATE","AK"
"770",311168,"SAND",2002,2002-07-18,199,"Natural","Natural",1581,"F",66.8994,-158.3361,"FWS","AK"
"771",311169,"BIG CREEK",2002,2002-07-18,199,"Natural","Natural",12,"C",62.866,-156.369,"TRIBAL","AK"
"772",311170,"HELPMEJACK",2002,2002-07-19,200,"Natural","Natural",103,"D",66.9001,-153.9552,"STATE","AK"
"773",311172,"BEARNOSE 1",2002,2002-07-19,200,"Natural","Natural",194,"D",66.4664,-143.2859,"TRIBAL","AK"
"774",311175,"TAG RIVER1",2002,2002-07-19,200,"Natural","Natural",40031,"G",65.6555,-159.1618,"BLM","AK"
"775",311176,"TAG RIVER2",2002,2002-07-19,200,"Natural","Natural",166,"D",65.6796,-159.2188,"BLM","AK"
"776",311177,"TAG RIVER3",2002,2002-07-19,200,"Natural","Natural",70,"C",65.7346,-159.1327,"BLM","AK"
"777",311178,"TAG RIVER4",2002,2002-07-19,200,"Natural","Natural",1250,"F",65.8827,-159.036,"BLM","AK"
"778",311180,"HOUR",2002,2002-07-19,200,"Natural","Natural",143,"D",66.1494,-158.2527,"FWS","AK"
"779",311181,"EKIEK CR 2",2002,2002-07-19,200,"Natural","Natural",148,"D",66.3266,-158.6508,"FWS","AK"
"780",311182,"RABBIT RIV",2002,2002-07-19,200,"Natural","Natural",20,"C",66.6828,-157.9361,"FWS","AK"
"781",311183,"JIM RIVER",2002,2002-07-19,200,"Natural","Natural",23909,"G",66.7562,-151.2493,"FWS","AK"
"782",311184,"IKAGOAK",2002,2002-07-19,200,"Natural","Natural",10,"C",66.7827,-159.4194,"FWS","AK"
"783",311187,"GOBLET CK",2002,2002-07-20,201,"Natural","Natural",3891,"F",62.9084,-160.498,"TRIBAL","AK"
"784",311189,"ALATNA HIL",2002,2002-07-20,201,"Natural","Natural",110,"D",66.8906,-153.3533,"BLM","AK"
"785",311191,"HOGATZA",2002,2002-07-20,201,"Natural","Natural",241,"D",66.8401,-153.9741,"STATE","AK"
"786",311192,"THOMPSON C",2002,2002-07-20,201,"Natural","Natural",115,"D",63.216,-160.0858,"BLM","AK"
"787",311193,"GOLDBUG",2002,2002-07-21,202,"Natural","Natural",186,"D",67.3635,-148.636,"STATE","AK"
"788",311194,"4 MILE",2002,2002-07-21,202,"Natural","Natural",15,"C",66.9569,-146.5604,"FWS","AK"
"789",311195,"LONG CREEK",2002,2002-07-21,202,"Natural","Natural",74931,"G",64.2636,-155.5713,"STATE","AK"
"790",311196,"VENETIE 1",2002,2002-07-21,202,"Natural","Natural",10,"C",67.0663,-146.586,"TRIBAL","AK"
"791",311197,"DEATH VALL",2002,2002-07-22,203,"Natural","Natural",2163,"F",67.1818,-151.6719,"STATE","AK"
"792",311201,"KOCACHO 2",2002,2002-07-23,204,"Natural","Natural",25186,"G",67.3674,-146.1652,"TRIBAL","AK"
"793",311202,"BIG ROCK",2002,2002-07-23,204,"Natural","Natural",6248,"G",67.7036,-146.1516,"FWS","AK"
"794",311204,"STRINGO",2002,2002-07-31,212,"Natural","Natural",8577,"G",67.7649,-147.7183,"STATE","AK"
"795",311207,"LYNX CREEK",2002,2002-08-02,214,"Natural","Natural",7870,"G",63.91,-152.8762,"BLM","AK"
"796",311209,"KETCHEM",2002,2002-08-03,215,"Natural","Natural",5255,"G",65.5263,-144.5911,"STATE","AK"
"797",311216,"LOST 20",2002,2002-08-19,231,"Natural","Natural",15176,"G",63.5161,-153.9357,"BLM","AK"
"798",311222,"UYON",2003,2003-01-03,3,"Natural","Natural",432.7,"E",67.9827,-160.1863,"NPS","AK"
"799",311223,"BISON",2003,2003-03-02,61,"Human","Missing data/not specified/undetermined",50,"C",62.5327,-153.7689,"BLM","AK"
"800",311226,"NEW STUYAH",2003,2003-03-25,84,"Human","Missing data/not specified/undetermined",15,"C",59.3826,-157.3189,"TRIBAL","AK"
"801",311229,"W KAMISHAK",2003,2003-04-28,118,"Human","Recreation and ceremony",301,"E",58.9993,-153.6021,"NPS","AK"
"802",311230,"SQUIRREL C",2003,2003-05-02,122,"Human","Recreation and ceremony",20,"C",66.5163,-145.0526,"TRIBAL","AK"
"803",311231,"ST MARYS",2003,2003-05-03,123,"Human","Missing data/not specified/undetermined",10,"C",62.0456,-163.2066,"STATE","AK"
"804",311233,"BETHEL 2",2003,2003-05-18,138,"Human","Missing data/not specified/undetermined",75,"C",60.7492,-161.919,"TRIBAL","AK"
"805",311238,"ILIAMNA",2003,2003-05-23,143,"Human","Debris and open burning",5460.4,"G",59.7826,-154.9188,"TRIBAL","AK"
"806",311241,"TOK RIVER",2003,2003-05-27,147,"Human","Debris and open burning",5595,"G",63.2163,-142.9522,"TRIBAL","AK"
"807",311244,"TULSA LAKE",2003,2003-05-29,149,"Human","Firearms and explosives use",37,"C",63.9488,-146.3812,"OTHER FEDERAL","AK"
"808",311245,"BROKEN ARR",2003,2003-05-30,150,"Human","Firearms and explosives use",143.8,"D",64.0154,-146.3184,"OTHER FEDERAL","AK"
"809",311252,"MK19 RANGE",2003,2003-06-11,162,"Human","Firearms and explosives use",769.7,"E",64.7996,-147.6024,"OTHER FEDERAL","AK"
"810",311254,"LEFT BANK",2003,2003-06-13,164,"Natural","Natural",460,"E",63.1327,-154.5023,"TRIBAL","AK"
"811",311256,"KIPNUK",2003,2003-06-13,164,"Natural","Natural",80,"C",60.1159,-163.5856,"FWS","AK"
"812",311257,"SAND CREEK",2003,2003-06-14,165,"Natural","Natural",49786,"G",64.2663,-145.1857,"STATE","AK"
"813",311260,"ALBERT CK",2003,2003-06-17,168,"Natural","Natural",1547.3,"F",65.5855,-144.725,"STATE","AK"
"814",311261,"ERICKSON C",2003,2003-06-17,168,"Natural","Natural",117929.7,"G",65.6671,-148.992,"STATE","AK"
"815",311275,"PAH RIVER1",2003,2003-06-19,170,"Natural","Natural",10,"C",66.6608,-156.0346,"STATE","AK"
"816",311276,"PAH RIVER2",2003,2003-06-19,170,"Natural","Natural",30,"C",66.6328,-155.9793,"STATE","AK"
"817",311277,"COSNARIVER",2003,2003-06-22,173,"Natural","Natural",10,"C",64.71,-151.4938,"STATE","AK"
"818",311278,"OCTOPUS LA",2003,2003-06-22,173,"Natural","Natural",611.5,"E",65.9661,-156.4693,"FWS","AK"
"819",311279,"BIG MUD",2003,2003-06-22,173,"Natural","Natural",39186.1,"G",64.7942,-152.6922,"BLM","AK"
"820",311284,"NANIRATKOH",2003,2003-06-23,174,"Natural","Natural",67.3,"C",67.2278,-157.0117,"STATE","AK"
"821",311286,"OKOKLIK LK",2003,2003-06-24,175,"Natural","Natural",1458.3,"F",67.98,-159.2238,"NPS","AK"
"822",311287,"BONANZA CR",2003,2003-06-24,175,"Natural","Natural",50,"C",66.7079,-150.5193,"BLM","AK"
"823",311290,"40 MILE SL",2003,2003-06-24,175,"Natural","Natural",20,"C",65.8106,-154.9276,"FWS","AK"
"824",311296,"BULL CREEK",2003,2003-06-25,176,"Natural","Natural",65.8,"C",65.8354,-147.5211,"BLM","AK"
"825",311297,"SURPRISE C",2003,2003-06-25,176,"Natural","Natural",550.1,"E",68.9013,-162.3864,"BLM","AK"
"826",311298,"AKLUMAYUAK",2003,2003-06-26,177,"Natural","Natural",410.7,"E",67.8816,-159.289,"NPS","AK"
"827",311299,"FLESHLANAN",2003,2003-06-26,177,"Natural","Natural",15,"C",65.5339,-151.5014,"BLM","AK"
"828",311300,"GISHNA",2003,2003-06-26,177,"Natural","Natural",50,"C",65.5873,-151.3387,"BLM","AK"
"829",311306,"PASS CREEK",2003,2003-06-29,180,"Natural","Natural",3646,"F",67.797,-142.2935,"FWS","AK"
"830",311307,"CORNUCOPIA",2003,2003-06-29,180,"Natural","Natural",52916.7,"G",67.133,-145.9194,"TRIBAL","AK"
"831",311311,"MARDOW CK",2003,2003-07-01,182,"Natural","Natural",337,"E",65.5711,-142.5638,"BLM","AK"
